Date,predictions
2023-02-18 00:00,33.99443848218225
2023-02-18 00:00,17.918459348327804
2023-02-18 00:00,5.258487111809445
2023-02-18 00:00,45.62309122406362
2023-02-18 00:00,313.09822175524005
2023-02-18 00:00,105.74213676024404
2023-02-18 00:00,25.82403602959659
2023-02-18 01:00,49.286281462249455
2023-02-18 01:00,83.33103721450999
2023-02-18 01:00,17.90858135159742
2023-02-18 01:00,10.296791936646034
2023-02-18 01:00,13.981539800937673
2023-02-18 01:00,12.242046677921707
2023-02-18 01:00,3.0545627431031286
2023-02-18 02:00,66.45294134989608
2023-02-18 02:00,39.32428645264529
2023-02-18 02:00,3.066989892947537
2023-02-18 02:00,33.81073379980034
2023-02-18 02:00,2.58776146925178
2023-02-18 02:00,313.679522284326
2023-02-18 02:00,147.06521920661345
2023-02-18 03:00,53.585973765462285
2023-02-18 03:00,18.635211177826076
2023-02-18 03:00,9.864448696343093
2023-02-18 03:00,139.91308731062327
2023-02-18 03:00,134.49599846087756
2023-02-18 03:00,236.08033265016564
2023-02-18 03:00,12.676888861459844
2023-02-18 04:00,0.7054290649627847
2023-02-18 04:00,37.444907459889095
2023-02-18 04:00,266.7395198372617
2023-02-18 04:00,34.61175986435624
2023-02-18 04:00,9.002634833461277
2023-02-18 04:00,19.407683014575124
2023-02-18 04:00,10.719040545845072
2023-02-18 05:00,27.884717129108573
2023-02-18 05:00,20.410042752386868
2023-02-18 05:00,50.93154583695486
2023-02-18 05:00,28.454698251289773
2023-02-18 05:00,2.07432673091368
2023-02-18 05:00,21.959330871151288
2023-02-18 05:00,72.05968990624638
2023-02-18 06:00,14.490997019400396
2023-02-18 06:00,63.92442749209423
2023-02-18 06:00,177.22582850993842
2023-02-18 06:00,7.683676896616367
2023-02-18 06:00,45.31005764743428
2023-02-18 06:00,9.888830062821075
2023-02-18 06:00,36.78793999579667
2023-02-18 07:00,3.004188866986164
2023-02-18 07:00,127.0349377867484
2023-02-18 07:00,20.839923283579772
2023-02-18 07:00,57.03859190645505
2023-02-18 07:00,86.58784679066976
2023-02-18 07:00,3.234052616229526
2023-02-18 07:00,7.398506380743026
2023-02-18 08:00,13.567802536024502
2023-02-18 08:00,343.6051884064309
2023-02-18 08:00,2.064671585437647
2023-02-18 08:00,-0.34757528741219046
2023-02-18 08:00,9.378700788321826
2023-02-18 08:00,259.28669099712374
2023-02-18 08:00,62.163204292779305
2023-02-18 09:00,38.386608896851456
2023-02-18 09:00,141.40735093110274
2023-02-18 09:00,6.811020071023045
2023-02-18 09:00,76.97190648292131
2023-02-18 09:00,81.98320076654855
2023-02-18 09:00,9.898313755233367
2023-02-18 09:00,144.4177443259675
2023-02-18 10:00,0.6774705170162952
2023-02-18 10:00,37.551983714273604
2023-02-18 10:00,10.683937422655712
2023-02-18 10:00,68.41355067857789
2023-02-18 10:00,18.560585156714932
2023-02-18 10:00,13.972452339421055
2023-02-18 10:00,15.362784662047625
2023-02-18 11:00,163.2434239920687
2023-02-18 11:00,12.94695229928458
2023-02-18 11:00,5.660562087986696
2023-02-18 11:00,7.512115679071682
2023-02-18 11:00,43.47540943543274
2023-02-18 11:00,23.141863938375288
2023-02-18 11:00,21.351136106139403
2023-02-18 12:00,17.513602171409218
2023-02-18 12:00,28.282496526774327
2023-02-18 12:00,6.3092665138825215
2023-02-18 12:00,40.09944276701803
2023-02-18 12:00,56.45544870287312
2023-02-18 12:00,0.7513721327974289
2023-02-18 12:00,71.86404627754744
2023-02-18 13:00,229.78994283133042
2023-02-18 13:00,16.32012363331972
2023-02-18 13:00,5.063653604467634
2023-02-18 13:00,17.91959891574838
2023-02-18 13:00,0.03153212381704515
2023-02-18 13:00,11.007199318824606
2023-02-18 13:00,22.255734273762926
2023-02-18 14:00,41.849263281720695
2023-02-18 14:00,22.99923200678106
2023-02-18 14:00,36.5124532764533
2023-02-18 14:00,1.096859195278571
2023-02-18 14:00,22.372757634085467
2023-02-18 14:00,88.52985140051636
2023-02-18 14:00,15.454630255840874
2023-02-18 15:00,213.4791656659182
2023-02-18 15:00,113.5596288225973
2023-02-18 15:00,68.96075649870872
2023-02-18 15:00,9.214907084137037
2023-02-18 15:00,16.87447151780123
2023-02-18 15:00,29.096463790645192
2023-02-18 15:00,38.8160880854222
2023-02-18 16:00,11.95238051178692
2023-02-18 16:00,2.8716961602199493
2023-02-18 16:00,-0.47325756635513894
2023-02-18 16:00,283.61191047806597
2023-02-18 16:00,23.251671021116806
2023-02-18 16:00,11.573281722429268
2023-02-18 16:00,25.946488860511966
2023-02-18 17:00,11.116575027902824
2023-02-18 17:00,147.4015863426756
2023-02-18 17:00,155.95970629780084
2023-02-18 17:00,213.0533475090625
2023-02-18 17:00,47.937167924777434
2023-02-18 17:00,291.8641379045808
2023-02-18 17:00,27.578762267729395
2023-02-18 18:00,5.163487826897893
2023-02-18 18:00,1.9734834956100555
2023-02-18 18:00,112.5438937722057
2023-02-18 18:00,12.148762174497685
2023-02-18 18:00,5.950493889251415
2023-02-18 18:00,1.5032218293893278
2023-02-18 18:00,8.728930762276079
2023-02-18 19:00,18.603281512579304
2023-02-18 19:00,63.67341388919365
2023-02-18 19:00,3.6364939646858376
2023-02-18 19:00,2.5551893246332695
2023-02-18 19:00,-0.3447724084293738
2023-02-18 19:00,22.154871640987555
2023-02-18 19:00,12.275363644192447
2023-02-18 20:00,7.28324168967862
2023-02-18 20:00,6.29891728911408
2023-02-18 20:00,16.596239035543505
2023-02-18 20:00,30.90040680133907
2023-02-18 20:00,47.88150128611232
2023-02-18 20:00,304.81792764289065
