datetime,month,day,hour,LocationID,pickups,year,week,dayofweek,isweekend,isholiday,Temperature
2017-01-02 05:00:00,1,2,5,42,7.0,2017,1,0,0,0,38
2017-01-02 05:00:00,1,2,5,43,5.0,2017,1,0,0,0,38
2017-01-02 06:00:00,1,2,6,4,13.0,2017,1,0,0,0,39
2017-01-02 06:00:00,1,2,6,12,0.0,2017,1,0,0,0,39
2017-01-02 06:00:00,1,2,6,13,18.0,2017,1,0,0,0,39
2017-01-02 06:00:00,1,2,6,24,14.0,2017,1,0,0,0,39
2017-01-02 06:00:00,1,2,6,41,18.0,2017,1,0,0,0,39
2017-01-02 06:00:00,1,2,6,42,16.0,2017,1,0,0,0,39
2017-01-02 06:00:00,1,2,6,43,24.0,2017,1,0,0,0,39
2017-01-02 07:00:00,1,2,7,4,18.0,2017,1,0,0,0,37
2017-01-02 07:00:00,1,2,7,12,1.0,2017,1,0,0,0,37
2017-01-02 07:00:00,1,2,7,13,26.0,2017,1,0,0,0,37
2017-01-02 07:00:00,1,2,7,24,21.0,2017,1,0,0,0,37
2017-01-02 07:00:00,1,2,7,41,17.0,2017,1,0,0,0,37
2017-01-02 07:00:00,1,2,7,42,11.0,2017,1,0,0,0,37
2017-01-02 07:00:00,1,2,7,43,44.0,2017,1,0,0,0,37
2017-01-02 08:00:00,1,2,8,4,20.0,2017,1,0,0,0,37
2017-01-02 08:00:00,1,2,8,12,2.0,2017,1,0,0,0,37
2017-01-02 08:00:00,1,2,8,13,41.0,2017,1,0,0,0,37
2017-01-02 08:00:00,1,2,8,24,27.0,2017,1,0,0,0,37
2017-01-02 08:00:00,1,2,8,41,23.0,2017,1,0,0,0,37
2017-01-02 08:00:00,1,2,8,42,10.0,2017,1,0,0,0,37
2017-01-02 08:00:00,1,2,8,43,62.0,2017,1,0,0,0,37
2017-01-02 09:00:00,1,2,9,4,32.0,2017,1,0,0,0,39
2017-01-02 09:00:00,1,2,9,12,3.0,2017,1,0,0,0,39
2017-01-02 09:00:00,1,2,9,13,62.0,2017,1,0,0,0,39
2017-01-02 09:00:00,1,2,9,24,25.0,2017,1,0,0,0,39
2017-01-02 09:00:00,1,2,9,41,26.0,2017,1,0,0,0,39
2017-01-02 09:00:00,1,2,9,42,17.0,2017,1,0,0,0,39
2017-01-02 09:00:00,1,2,9,43,107.0,2017,1,0,0,0,39
2017-01-02 10:00:00,1,2,10,4,40.0,2017,1,0,0,0,40
2017-01-02 10:00:00,1,2,10,12,2.0,2017,1,0,0,0,40
2017-01-02 10:00:00,1,2,10,13,110.0,2017,1,0,0,0,40
2017-01-02 10:00:00,1,2,10,24,33.0,2017,1,0,0,0,40
2017-01-02 10:00:00,1,2,10,41,32.0,2017,1,0,0,0,40
2017-01-02 10:00:00,1,2,10,42,12.0,2017,1,0,0,0,40
2017-01-02 10:00:00,1,2,10,43,108.0,2017,1,0,0,0,40
2017-01-02 11:00:00,1,2,11,4,31.0,2017,1,0,0,0,39
2017-01-02 11:00:00,1,2,11,12,10.0,2017,1,0,0,0,39
2017-01-02 11:00:00,1,2,11,13,121.0,2017,1,0,0,0,39
2017-01-02 11:00:00,1,2,11,24,51.0,2017,1,0,0,0,39
2017-01-02 11:00:00,1,2,11,41,51.0,2017,1,0,0,0,39
2017-01-02 11:00:00,1,2,11,42,13.0,2017,1,0,0,0,39
2017-01-02 11:00:00,1,2,11,43,211.0,2017,1,0,0,0,39
2017-01-02 12:00:00,1,2,12,4,29.0,2017,1,0,0,0,39
2017-01-02 12:00:00,1,2,12,12,16.0,2017,1,0,0,0,39
2017-01-02 12:00:00,1,2,12,13,134.0,2017,1,0,0,0,39
2017-01-02 12:00:00,1,2,12,24,41.0,2017,1,0,0,0,39
2017-01-02 12:00:00,1,2,12,41,43.0,2017,1,0,0,0,39
2017-01-02 12:00:00,1,2,12,42,11.0,2017,1,0,0,0,39
2017-01-02 12:00:00,1,2,12,43,276.0,2017,1,0,0,0,39
2017-01-02 13:00:00,1,2,13,4,39.0,2017,1,0,0,0,39
2017-01-02 13:00:00,1,2,13,12,23.0,2017,1,0,0,0,39
2017-01-02 13:00:00,1,2,13,13,138.0,2017,1,0,0,0,39
2017-01-02 13:00:00,1,2,13,24,43.0,2017,1,0,0,0,39
2017-01-02 13:00:00,1,2,13,41,43.0,2017,1,0,0,0,39
2017-01-02 13:00:00,1,2,13,42,10.0,2017,1,0,0,0,39
2017-01-02 13:00:00,1,2,13,43,388.0,2017,1,0,0,0,39
2017-01-02 14:00:00,1,2,14,4,35.0,2017,1,0,0,0,156
2017-01-02 14:00:00,1,2,14,12,20.0,2017,1,0,0,0,156
2017-01-02 14:00:00,1,2,14,13,194.0,2017,1,0,0,0,156
2017-01-02 14:00:00,1,2,14,24,43.0,2017,1,0,0,0,156
2017-01-02 14:00:00,1,2,14,41,37.0,2017,1,0,0,0,156
2017-01-02 14:00:00,1,2,14,42,24.0,2017,1,0,0,0,156
2017-01-02 14:00:00,1,2,14,43,472.0,2017,1,0,0,0,156
2017-01-02 15:00:00,1,2,15,4,26.0,2017,1,0,0,0,118
2017-01-02 15:00:00,1,2,15,12,20.0,2017,1,0,0,0,118
2017-01-02 15:00:00,1,2,15,13,171.0,2017,1,0,0,0,118
2017-01-02 15:00:00,1,2,15,24,45.0,2017,1,0,0,0,118
2017-01-02 15:00:00,1,2,15,41,42.0,2017,1,0,0,0,118
2017-01-02 15:00:00,1,2,15,42,24.0,2017,1,0,0,0,118
2017-01-02 15:00:00,1,2,15,43,404.0,2017,1,0,0,0,118
2017-01-02 16:00:00,1,2,16,4,24.0,2017,1,0,0,0,39
2017-01-02 16:00:00,1,2,16,12,16.0,2017,1,0,0,0,39
2017-01-02 16:00:00,1,2,16,13,151.0,2017,1,0,0,0,39
2017-01-02 16:00:00,1,2,16,24,38.0,2017,1,0,0,0,39
2017-01-02 16:00:00,1,2,16,41,43.0,2017,1,0,0,0,39
2017-01-02 16:00:00,1,2,16,42,25.0,2017,1,0,0,0,39
2017-01-02 16:00:00,1,2,16,43,362.0,2017,1,0,0,0,39
2017-01-02 17:00:00,1,2,17,4,24.0,2017,1,0,0,0,39
2017-01-02 17:00:00,1,2,17,12,5.0,2017,1,0,0,0,39
2017-01-02 17:00:00,1,2,17,13,143.0,2017,1,0,0,0,39
2017-01-02 17:00:00,1,2,17,24,51.0,2017,1,0,0,0,39
2017-01-02 17:00:00,1,2,17,41,66.0,2017,1,0,0,0,39
2017-01-02 17:00:00,1,2,17,42,34.0,2017,1,0,0,0,39
2017-01-02 17:00:00,1,2,17,43,248.0,2017,1,0,0,0,39
2017-01-02 18:00:00,1,2,18,4,19.0,2017,1,0,0,0,117
2017-01-02 18:00:00,1,2,18,12,1.0,2017,1,0,0,0,117
2017-01-02 18:00:00,1,2,18,13,151.0,2017,1,0,0,0,117
2017-01-02 18:00:00,1,2,18,24,47.0,2017,1,0,0,0,117
2017-01-02 18:00:00,1,2,18,41,53.0,2017,1,0,0,0,117
2017-01-02 18:00:00,1,2,18,42,17.0,2017,1,0,0,0,117
2017-01-02 18:00:00,1,2,18,43,154.0,2017,1,0,0,0,117
2017-01-02 19:00:00,1,2,19,4,25.0,2017,1,0,0,0,39
2017-01-02 19:00:00,1,2,19,12,1.0,2017,1,0,0,0,39
2017-01-02 19:00:00,1,2,19,13,103.0,2017,1,0,0,0,39
2017-01-02 19:00:00,1,2,19,24,25.0,2017,1,0,0,0,39
2017-01-02 19:00:00,1,2,19,41,40.0,2017,1,0,0,0,39
2017-01-02 19:00:00,1,2,19,42,15.0,2017,1,0,0,0,39
2017-01-02 19:00:00,1,2,19,43,119.0,2017,1,0,0,0,39
2017-01-02 20:00:00,1,2,20,4,27.0,2017,1,0,0,0,39
2017-01-02 20:00:00,1,2,20,12,0.0,2017,1,0,0,0,39
2017-01-02 20:00:00,1,2,20,13,72.0,2017,1,0,0,0,39
2017-01-02 20:00:00,1,2,20,24,25.0,2017,1,0,0,0,39
2017-01-02 20:00:00,1,2,20,41,18.0,2017,1,0,0,0,39
2017-01-02 20:00:00,1,2,20,42,10.0,2017,1,0,0,0,39
2017-01-02 20:00:00,1,2,20,43,73.0,2017,1,0,0,0,39
2017-01-02 21:00:00,1,2,21,4,24.0,2017,1,0,0,0,39
2017-01-02 21:00:00,1,2,21,12,0.0,2017,1,0,0,0,39
2017-01-02 21:00:00,1,2,21,13,48.0,2017,1,0,0,0,39
2017-01-02 21:00:00,1,2,21,24,26.0,2017,1,0,0,0,39
2017-01-02 21:00:00,1,2,21,41,40.0,2017,1,0,0,0,39
2017-01-02 21:00:00,1,2,21,42,6.0,2017,1,0,0,0,39
2017-01-02 21:00:00,1,2,21,43,78.0,2017,1,0,0,0,39
2017-01-02 22:00:00,1,2,22,4,24.0,2017,1,0,0,0,39
2017-01-02 22:00:00,1,2,22,12,1.0,2017,1,0,0,0,39
2017-01-02 22:00:00,1,2,22,13,34.0,2017,1,0,0,0,39
2017-01-02 22:00:00,1,2,22,24,21.0,2017,1,0,0,0,39
2017-01-02 22:00:00,1,2,22,41,23.0,2017,1,0,0,0,39
2017-01-02 22:00:00,1,2,22,42,10.0,2017,1,0,0,0,39
2017-01-02 22:00:00,1,2,22,43,71.0,2017,1,0,0,0,39
2017-01-02 23:00:00,1,2,23,4,19.0,2017,1,0,0,0,78
2017-01-02 23:00:00,1,2,23,12,0.0,2017,1,0,0,0,78
2017-01-02 23:00:00,1,2,23,13,30.0,2017,1,0,0,0,78
2017-01-02 23:00:00,1,2,23,24,16.0,2017,1,0,0,0,78
2017-01-02 23:00:00,1,2,23,41,24.0,2017,1,0,0,0,78
2017-01-02 23:00:00,1,2,23,42,9.0,2017,1,0,0,0,78
2017-01-02 23:00:00,1,2,23,43,41.0,2017,1,0,0,0,78
2017-01-03 00:00:00,1,3,0,4,19.0,2017,1,1,0,0,78
2017-01-03 00:00:00,1,3,0,12,0.0,2017,1,1,0,0,78
2017-01-03 00:00:00,1,3,0,13,9.0,2017,1,1,0,0,78
2017-01-03 00:00:00,1,3,0,24,13.0,2017,1,1,0,0,78
2017-01-03 00:00:00,1,3,0,41,34.0,2017,1,1,0,0,78
2017-01-03 00:00:00,1,3,0,42,14.0,2017,1,1,0,0,78
2017-01-03 00:00:00,1,3,0,43,15.0,2017,1,1,0,0,78
2017-01-03 01:00:00,1,3,1,4,15.0,2017,1,1,0,0,78
2017-01-03 01:00:00,1,3,1,12,1.0,2017,1,1,0,0,78
2017-01-03 01:00:00,1,3,1,13,6.0,2017,1,1,0,0,78
2017-01-03 01:00:00,1,3,1,24,6.0,2017,1,1,0,0,78
2017-01-03 01:00:00,1,3,1,41,15.0,2017,1,1,0,0,78
2017-01-03 01:00:00,1,3,1,42,12.0,2017,1,1,0,0,78
2017-01-03 01:00:00,1,3,1,43,11.0,2017,1,1,0,0,78
2017-01-03 02:00:00,1,3,2,4,8.0,2017,1,1,0,0,78
2017-01-03 02:00:00,1,3,2,12,0.0,2017,1,1,0,0,78
2017-01-03 02:00:00,1,3,2,13,3.0,2017,1,1,0,0,78
2017-01-03 02:00:00,1,3,2,24,7.0,2017,1,1,0,0,78
2017-01-03 02:00:00,1,3,2,41,7.0,2017,1,1,0,0,78
2017-01-03 02:00:00,1,3,2,42,10.0,2017,1,1,0,0,78
2017-01-03 02:00:00,1,3,2,43,7.0,2017,1,1,0,0,78
2017-01-03 03:00:00,1,3,3,4,7.0,2017,1,1,0,0,39
2017-01-03 03:00:00,1,3,3,12,0.0,2017,1,1,0,0,39
2017-01-03 03:00:00,1,3,3,13,3.0,2017,1,1,0,0,39
2017-01-03 03:00:00,1,3,3,24,5.0,2017,1,1,0,0,39
