datetime,month,day,hour,LocationID,sales,year,week,dayofweek,isweekend,isholiday,Temperature
03-01-2019 01:00,1,3,1,12,0,2019,1,3,0,0,120
03-01-2019 01:00,1,3,1,13,9,2019,1,3,0,0,120
03-01-2019 01:00,1,3,1,24,6,2019,1,3,0,0,120
03-01-2019 01:00,1,3,1,41,13,2019,1,3,0,0,120
03-01-2019 01:00,1,3,1,42,10,2019,1,3,0,0,120
03-01-2019 01:00,1,3,1,43,12,2019,1,3,0,0,120
03-01-2019 02:00,1,3,2,4,1,2019,1,3,0,0,120
03-01-2019 02:00,1,3,2,12,0,2019,1,3,0,0,120
03-01-2019 02:00,1,3,2,13,5,2019,1,3,0,0,120
03-01-2019 02:00,1,3,2,24,2,2019,1,3,0,0,120
03-01-2019 02:00,1,3,2,41,14,2019,1,3,0,0,120
03-01-2019 02:00,1,3,2,42,3,2019,1,3,0,0,120
03-01-2019 02:00,1,3,2,43,6,2019,1,3,0,0,120
03-01-2019 03:00,1,3,3,4,1,2019,1,3,0,0,41
03-01-2019 03:00,1,3,3,12,0,2019,1,3,0,0,41
03-01-2019 03:00,1,3,3,13,2,2019,1,3,0,0,41
03-01-2019 03:00,1,3,3,24,0,2019,1,3,0,0,41
03-01-2019 03:00,1,3,3,41,5,2019,1,3,0,0,41
03-01-2019 03:00,1,3,3,42,7,2019,1,3,0,0,41
03-01-2019 03:00,1,3,3,43,2,2019,1,3,0,0,41
03-01-2019 04:00,1,3,4,4,4,2019,1,3,0,0,85
03-01-2019 04:00,1,3,4,12,0,2019,1,3,0,0,85
03-01-2019 04:00,1,3,4,13,4,2019,1,3,0,0,85
03-01-2019 04:00,1,3,4,24,2,2019,1,3,0,0,85
03-01-2019 04:00,1,3,4,41,6,2019,1,3,0,0,85
03-01-2019 04:00,1,3,4,42,4,2019,1,3,0,0,85
03-01-2019 04:00,1,3,4,43,5,2019,1,3,0,0,85
03-01-2019 05:00,1,3,5,4,4,2019,1,3,0,0,44
03-01-2019 05:00,1,3,5,12,1,2019,1,3,0,0,44
03-01-2019 05:00,1,3,5,13,16,2019,1,3,0,0,44
03-01-2019 05:00,1,3,5,24,9,2019,1,3,0,0,44
03-01-2019 05:00,1,3,5,41,11,2019,1,3,0,0,44
03-01-2019 05:00,1,3,5,42,4,2019,1,3,0,0,44
03-01-2019 05:00,1,3,5,43,26,2019,1,3,0,0,44
03-01-2019 06:00,1,3,6,4,7,2019,1,3,0,0,44
03-01-2019 06:00,1,3,6,12,0,2019,1,3,0,0,44
03-01-2019 06:00,1,3,6,13,44,2019,1,3,0,0,44
03-01-2019 06:00,1,3,6,24,17,2019,1,3,0,0,44
03-01-2019 06:00,1,3,6,41,28,2019,1,3,0,0,44
03-01-2019 06:00,1,3,6,42,15,2019,1,3,0,0,44
03-01-2019 06:00,1,3,6,43,45,2019,1,3,0,0,44
03-01-2019 07:00,1,3,7,4,24,2019,1,3,0,0,129
03-01-2019 07:00,1,3,7,12,2,2019,1,3,0,0,129
03-01-2019 07:00,1,3,7,13,98,2019,1,3,0,0,129
03-01-2019 07:00,1,3,7,24,32,2019,1,3,0,0,129
03-01-2019 07:00,1,3,7,41,60,2019,1,3,0,0,129
03-01-2019 07:00,1,3,7,42,45,2019,1,3,0,0,129
03-01-2019 07:00,1,3,7,43,94,2019,1,3,0,0,129
03-01-2019 08:00,1,3,8,4,32,2019,1,3,0,0,129
03-01-2019 08:00,1,3,8,12,2,2019,1,3,0,0,129
03-01-2019 08:00,1,3,8,13,160,2019,1,3,0,0,129
03-01-2019 08:00,1,3,8,24,56,2019,1,3,0,0,129
03-01-2019 08:00,1,3,8,41,63,2019,1,3,0,0,129
03-01-2019 08:00,1,3,8,42,32,2019,1,3,0,0,129
03-01-2019 08:00,1,3,8,43,102,2019,1,3,0,0,129
03-01-2019 09:00,1,3,9,4,31,2019,1,3,0,0,85
03-01-2019 09:00,1,3,9,12,3,2019,1,3,0,0,85
03-01-2019 09:00,1,3,9,13,126,2019,1,3,0,0,85
03-01-2019 09:00,1,3,9,24,35,2019,1,3,0,0,85
03-01-2019 09:00,1,3,9,41,49,2019,1,3,0,0,85
03-01-2019 09:00,1,3,9,42,16,2019,1,3,0,0,85
